domain,company,keyword,description,score
interac-prepaid.online,Interac,interac,"Phishing site impersonating Interac",70
interac-provinceweb.com,Interac,interac,"Phishing site impersonating Interac",40
interac-qc.online,Interac,interac,"Phishing site impersonating Interac",70
interac-receive-id927391.cfd,Interac,interac,"Phishing site impersonating Interac",40
interac-receive.online,Interac,interac,"Phishing site impersonating Interac",70
interac-receiving.online,Interac,interac,"Phishing site impersonating Interac",70
interac-refund1mobile.com,Interac,interac,"Phishing site impersonating Interac",40
interac-refundpay-hydro.online,Interac,interac,"Phishing site impersonating Interac",70
interac-revenuquebec.online,Interac,interac,"Phishing site impersonating Interac",70
interac-sec.online,Interac,interac,"Phishing site impersonating Interac",70
interac-secure1.com,Interac,interac,"Phishing site impersonating Interac",60
interac-secure-2024.com,Interac,interac,"Phishing site impersonating Interac",60
interac-secure2.com,Interac,interac,"Phishing site impersonating Interac",60
interac-secure.autos,Interac,interac,"Phishing site impersonating Interac",60
interac-secure.buzz,Interac,interac,"Phishing site impersonating Interac",60
interac-secure.ca,Interac,interac,"Phishing site impersonating Interac",60
interac-secure-checkout.club,Interac,interac,"Phishing site impersonating Interac",90
interac-secure.com,Interac,interac,"Phishing site impersonating Interac",60
interac-secure-cra.com,Interac,interac,"Phishing site impersonating Interac",60
interac-securecra.com,Interac,interac,"Phishing site impersonating Interac",60
interac-secured.click,Interac,interac,"Phishing site impersonating Interac",60
interac-securedep.com,Interac,interac,"Phishing site impersonating Interac",60
interac-securedeposit.com,Interac,interac,"Phishing site impersonating Interac",60
interac-secure-deposits.com,Interac,interac,"Phishing site impersonating Interac",60
interac-securedeposlt-canada-aiert.com,Interac,interac,"Phishing site impersonating Interac",60
interac-securedfunds.com,Interac,interac,"Phishing site impersonating Interac",60
interac-secure-etransfer.com,Interac,interac,"Phishing site impersonating Interac",60
interac-secure-gouv.com,Interac,interac,"Phishing site impersonating Interac",60
interac-secure.info,Interac,interac,"Phishing site impersonating Interac",90
interac-secureinfo.com,Interac,interac,"Phishing site impersonating Interac",60
interac-secure.link,Interac,interac,"Phishing site impersonating Interac",60
interac-secure.online,Interac,interac,"Phishing site impersonating Interac",90
interac-secure.org,Interac,interac,"Phishing site impersonating Interac",60
interac-securepay.com,Interac,interac,"Phishing site impersonating Interac",60
interac-securepayment.info,Interac,interac,"Phishing site impersonating Interac",90
interac-securepayment.net,Interac,interac,"Phishing site impersonating Interac",60
interac-secure-payment-refund.com,Interac,interac,"Phishing site impersonating Interac",60
interac-securerbc.com,Interac,interac,"Phishing site impersonating Interac",60
interac-secure-reminder.com,Interac,interac,"Phishing site impersonating Interac",60
interac-secureservice.com,Interac,interac,"Phishing site impersonating Interac",60
interac-secureservices.com,Interac,interac,"Phishing site impersonating Interac",60
interac-secure.site,Interac,interac,"Phishing site impersonating Interac",90
interac-secure.top,Interac,interac,"Phishing site impersonating Interac",90
interac-secure-transfer.com,Interac,interac,"Phishing site impersonating Interac",60
interac-securetransfer.info,Interac,interac,"Phishing site impersonating Interac",90
interac-security.com,Interac,interac,"Phishing site impersonating Interac",40
interac-securityrevca.com,Interac,interac,"Phishing site impersonating Interac",40
interac-securityteam.com,Interac,interac,"Phishing site impersonating Interac",40
interac-select.online,Interac,interac,"Phishing site impersonating Interac",70
interac-selfdeposit.online,Interac,interac,"Phishing site impersonating Interac",70
interac-sending-here.digital,Interac,interac,"Phishing site impersonating Interac",40
interac-sending.online,Interac,interac,"Phishing site impersonating Interac",70
interac-service.com,Interac,interac,"Phishing site impersonating Interac",40
interac-serviceontario.com,Interac,interac,"Phishing site impersonating Interac",40
interac-servicerefund.com,Interac,interac,"Phishing site impersonating Interac",40
interacserviceremenberme-et.com,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
interac.services,Interac,interac,"Phishing site impersonating Interac",40
interac-services01.com,Interac,interac,"Phishing site impersonating Interac",40
interac-services.mobi,Interac,interac,"Phishing site impersonating Interac",40
interac-session1628405.cfd,Interac,interac,"Phishing site impersonating Interac",40
interac-session865.site,Interac,interac,"Phishing site impersonating Interac",70
interac-session9752.site,Interac,interac,"Phishing site impersonating Interac",70
interac-session.site,Interac,interac,"Phishing site impersonating Interac",70
interac-smsalerts.ca,Interac,interac,"Phishing site impersonating Interac",40
interacssl3-secureauth.info,Unknown Bank,unknown,"Phishing site (bank, unknown target)",90
interac-status.online,Interac,interac,"Phishing site impersonating Interac",70
interac.support,Interac,interac,"Phishing site impersonating Interac",40
interac-support.com,Interac,interac,"Phishing site impersonating Interac",40
interac-support.info,Interac,interac,"Phishing site impersonating Interac",70
interac-support.net,Interac,interac,"Phishing site impersonating Interac",40
interac-support.online,Interac,interac,"Phishing site impersonating Interac",70
interac-support.top,Interac,interac,"Phishing site impersonating Interac",70
interact-billing-pay-refund.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interac-tchek.online,Interac,interac,"Phishing site impersonating Interac",70
interac-telusmobile.com,Interac,interac,"Phishing site impersonating Interac",40
interac-telusmobile.info,Interac,interac,"Phishing site impersonating Interac",70
interac-telus.online,Interac,interac,"Phishing site impersonating Interac",70
interact-gouv-onlinedeposit.com,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
interactiefmuziektheater.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactievevisitekaartjes.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactioncommunication2024.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactioncommunicationcenter.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactioncommunicationconnect.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactioncommunicationexchange.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactioncommunicationgateway.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactioncommunicationglobal.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactioncommunicationhorizon.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactioncommunicationlinkup.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactioncommunicationnation.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactioncommunicationnexus.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactioncommunication.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactioncommunicationplus.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactioncommunicationportal.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactioncommunicationsolutions.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactioncommunications.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactioncommunicationtalks.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactioncommunicationzone.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionhorizoncenter.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionhorizonconnect.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionhorizonexchange.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionhorizongateway.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionhorizonglobal.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionhorizonlinkup.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionhorizonnation.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionhorizonportal.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionhorizonsolutions.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionhubprimecommunication.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionmediacommunicationhub.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionmediaexchange.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionmediahorizonhub.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionmediasolutions.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionoutreachcenter.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionoutreachconnect.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionoutreachexchange.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionoutreachgateway.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionoutreachglobal.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionoutreachlinkup.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionoutreachmedia.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionoutreachnation.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionoutreachnexus.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionoutreachportal.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionoutreachprimehub.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionoutreachsolutions.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionoutreachtalks.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactionprimeoutreach.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactive-4d-eu.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactive-4d.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactive-adventures.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactive-advertisingonline.com,Unknown Bank,unknown,"Phishing site (bank, unknown target)",40
interactive-brand.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactive-broker.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactivebrokers-go-login.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",90
interactivebrokers-go-logins.site,Unknown Bank,unknown,"Phishing site (bank, unknown target)",90
interactive-brokers.online,Unknown Bank,unknown,"Phishing site (bank, unknown target)",70
interactivebrokers-secure01.click,Unknown Bank,unknown,"Phishing site (bank, unknown target)",60
interactivebrokers-secure01.cloud,Unknown Bank,unknown,"Phishing site (bank, unknown target)",60
interactivebrokers-secure01.help,Unknown Bank,unknown,"Phishing site (bank, unknown target)",60
interactivebrokers-secure01.ink,Unknown Bank,unknown,"Phishing site (bank, unknown target)",60
interactivebrokers-secure01.wiki,Unknown Bank,unknown,"Phishing site (bank, unknown target)",60
interactivebrokers-secure01.yoga,Unknown Bank,unknown,"Phishing site (bank, unknown target)",60
interactivebrokers-secure02.help,Unknown Bank,unknown,"Phishing site (bank, unknown target)",60
